59.5409	0.315893932010824
1173.228	0.0426605431413978
1332.492	0.0385405421779691
511	0.0748301968215637
1274.537	0.0342521472479447
121.7817	0.275402542885823
244.6974	0.172442762535478
344.279	0.129520307391688
411.1165	0.10196052471894
443.965	0.114039808515999
586.265	0.0849004023607198
688.670	0.073764540827561
778.905	0.0629609776461486
867.38	0.0542080929228388
964.079	0.0501817916438606
1005.27	0.0658407924573338
1085.84	0.0508894773587107
1112.076	0.0468299868349582
1212.95	0.0434041789973993
1299.142	0.0407468968399771
1408.013	0.0379118504138488
1457.64	0.0344744055587429
1528.10	0.0410125088654152
